1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,,
Tricholoma Matsutake Extract,Tricholoma Matsutake Extract,Tricholoma Matsutake Extract; Matsutake Mushroom Extract; Matsutake Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",0.10%,0.10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,"Tricholoma Matsutake Extract: This mushroom extract is known for its brightening properties, helping to reduce dark spots and even skin tone. It inhibits melanin production, making it effective for treating hyperpigmentation.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,This mushroom extract is rich in antioxidants and has skin-brightening properties. It can help reduce dullness by lightening dark spots and improving skin tone.,0.2,,0.2,,0,0,0,0,0,0,0.2,1,,0.2,,,,,
Picea Abies Extract,Picea Abies Extract,Picea Abies Extract; Norway Spruce Extract; Spruce Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",2.666%-3.333%,2.666%-3.333%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,,0.2,,,,,
Carya Ovata Bark Extract,Carya Ovata Bark Extract,Carya Ovata Bark Extract; Shagbark Hickory Bark Extract; Hickory Bark Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",0.5–5%,0.5–5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,,0,,,,,
Saccharomyces Ferment,Saccharomyces Ferment,Saccharomyces Ferment; Yeast Ferment; Fermented Yeast Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",0.1%-10%,0.1%-5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,"Fermented ingredients like Saccharomyces Ferment improve skin texture and tone, contributing to a more radiant complexion. They help with hydration and cell renewal, which can reduce the appearance of dull skin.",0.2,,0.2,,0.2,0.2,0,0.2,0,0.2,0.2,0.2,,0.2,,,,,
Lauroyl Lysine,Lauroyl Lysine,Lauroyl Lysine; Lysine Laurate; Lauroyl Lysine (Lysine Ester),Low risk,Low risk,Active,,,"Unknown, likely 0-1",45%,45%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Hydroxyapatite,Hydroxyapatite,Hydroxyapatite; Calcium Phosphate; Hydroxyapatite Powder,Low risk,Low risk,Active,,,0,,,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Polyglyceryl-3 Dicitrate/Stearate,Polyglyceryl-3 Dicitrate/Stearate,Polyglyceryl-3 Dicitrate/Stearate; Polyglyceryl-3 Esters; Polyglyceryl-3 Dicitrate,Low risk,Low risk,"Emulsifier, Stabilizer",,,0-1,1.5-3%,1.5-3%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Terminalia Chebula (Chebula) Fruit Extract,Terminalia Chebula Fruit Extract,Terminalia Chebula (Chebula) Fruit Extract; Chebula Extract; Haritaki Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",0.5–1%,0.5–1%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0.2,0.2,0.2,,0.2,,,,,
Echinacea Purpurea (Echinacea) Flower/Leaf/Stem Extract,Echinacea Purpurea Flower/Leaf/Stem Extract,Echinacea Purpurea (Echinacea) Flower/Leaf/Stem Extract; Purple Coneflower; Coneflower; Common Echinacea,Moderate risk,Low risk,Active,,https://www.paulaschoice.com/ingredient-dictionary/ingredient-echinacea-purpurea-extract.html,"Unknown, likely 0-1",0.10%,0.10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0.2,0,0,,0,,,,,
Sambucus Nigra (Elder) Fruit Extract,Sambucus Nigra Fruit Extract,Sambucus Nigra (Elder) Fruit Extract; Elderberry Extract; Black Elder Extract,Low risk,Low risk,Active,,,"Unknown, likely 0-1",1-10%,1-10%,,,"Hyaluronic acid, Vitamin C",0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0.2,0,0,0,0.2,0.2,,0.2,,,,,
Ferulic Acid,Ferulic Acid,Ferulic Acid; 4-Hydroxy-3-methoxycinnamic Acid,Low risk,Low risk,"Active, Antioxidant",,,0,0.5% - 1%,0.5% - 1%,,,,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,Ferulic Acid: A powerful antioxidant that enhances the stability of other brightening agents like vitamin C. It helps protect the skin from UV-induced pigmentation and lightens dark spots over time.,0.2,,0.2,,0.2,,1,"A powerful antioxidant that boosts the efficacy of other antioxidants, like vitamins C and E. Ferulic acid helps reduce signs of aging, including fine lines and wrinkles, by protecting against oxidative damage and promoting collagen production.",0.2,,0.2,,0.2,,1,"Ferulic acid is a potent antioxidant that protects the skin from environmental damage, which can cause dullness. It also enhances the efficacy of other antioxidants, such as Vitamin C, improving the overall brightness and tone of the skin.",1,"Ferulic acid is a powerful antioxidant that can help protect the delicate skin around the eyes from environmental stressors. It enhances the efficacy of other antioxidants, such as Vitamin C, which can help brighten dark circles over time.",0.2,,0,0,0,0,0.2,0,0.2,1,,0.2,,,,,
Polyglyceryl-2 Isostearate,Polyglyceryl-2 Isostearate,Polyglyceryl-2 Isostearate; Polyglyceryl Isostearate,Low risk,Low risk,Emulsifier,,"https://www.paulaschoice.co.uk/polyglyceryl-2-tetraisostearate-/ingredient-polyglyceryl-2-tetraisostearate.html#:~:text=Polyglyceryl%2D2%20Tetraisostearate%20description,independent%20Cosmetic%20Ingredient%20Review%20panel.",0-1,7%,7%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Polyglyceryl-6 Polyricinoleate,Polyglyceryl-6 Polyricinoleate,Polyglyceryl-6 Polyricinoleate; Polyglyceryl Polyricinoleate,Low risk,Low risk,Emulsifier,,,0-1,0.25%-2%,0.25%-2%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Colloidal Gold,Colloidal Gold,Colloidal Gold; Gold Nanoparticles; Gold Colloid,Low risk,Low risk,Active,,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9457959/
https://pubmed.ncbi.nlm.nih.gov/34076399/#:~:text=Conclusion%3A%20This%20review%20found%20gold,(6)%3A666%2D670.",0,0.001%-0.5%,0.001%-0.5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0,,0.2,,0,,0.2,,0,0,0,0,0,0,0,0,,0.2,,,,,
Glutathione,Glutathione,Glutathione; GSH; Reduced Glutathione,Low risk,Low risk,"Active, Antioxidant",,,0,2% exactly,2% exactly,,,,0.2,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,"Glutathione: Known for its skin-lightening effects, glutathione inhibits melanin production, making it highly effective for treating hyperpigmentation and uneven skin tone.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,"Glutathione is a powerful antioxidant that lightens skin and evens out skin tone, reducing dullness. It works by inhibiting melanin production and promoting radiance.",1,"Glutathione is a well-known skin-brightening agent that inhibits melanin production. It can reduce hyperpigmentation and discoloration around the eyes, making it effective for treating dark circles caused by pigmentation.",0.2,,0,0,0,0,0,0,0.2,1,,0.2,,,,,
Citrus Sinensis (Orange) Oil,Citrus Sinensis Peel Oil Expressed,Citrus Sinensis (Orange) Oil; Sweet Orange Oil; Orange Essential Oil,High risk,Moderate risk,"Active, Fragrance, Emollient",,,2,1%,1%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,-1,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0.2,,0.2,,,,,
Lens Esculenta (Lentil) Fruit Extract,Lens Esculenta Fruit Extract,Lens Esculenta (Lentil) Fruit Extract; Lentil Extract; Lentil Seed Extract,Low risk,Low risk,Active,,,0-1,5-10%,5-10%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0,0,0,0,0,0.2,0.2,,0.2,,,,,
Triethyl Citrate,Triethyl Citrate,Triethyl Citrate; Triethyl Citrate (ethyl citrate),Low risk,Low risk,Emollient,,,0-1,1%-5%,1%-5%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0,,0.2,,0,,0,,0,,0,,0,,0,,0.2,,0,0,0,0,0,0,0,0,,0,,,,,
Sodium Olivate,Sodium Olivate,Sodium Olivate; Sodium Olive Oil; Olive Oil Sodium Salt,Low risk,Low risk,"Emulsifier, Emollient",,https://www.makingcosmetics.com/EMF-SODOLIV-01.html?lang=en_US,0-1,0.5 - 6%,0.5 - 6%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0.2,0,0,0,0,0,0.2,,0,,,,,
Artemisia Capillaris Flower Extract,Artemisia Capillaris Flower Extract,Artemisia Capillaris Flower Extract; Capillary Wormwood Extract; Sweet Annie Extract,Low risk,Low risk,Active,,https://coniuncta.com/en/products/moxakraut-extrakt-artemisia-capillaris-extract?srsltid=AfmBOoo0-S9Iyd3WlMa4InRSja6cC4vnIyhZHp6e1EVaf39iIYnaY-in&country=US,"Unknown, likely 0-1",2-5%,2-5%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0.2,0,0.2,0,0.2,,0,,,,,
Citrus Nobilis (Mandarin Orange) Fruit Extract,Citrus Nobilis Fruit Extract,Citrus Nobilis (Mandarin Orange) Fruit Extract; Mandarin Oil; Mandarin Essential Oil,High risk,Moderate risk,"Active, Fragrance",,,1-2,0.0075%-0.001-0.04 ,0.0075%-0.001-0.04 ,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,-0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,,0,,0,,0,0,0,0,0,0,0,0.2,,0,,,,,
Butyrospermum Parkii (Shea) Oil,Butyrospermum Parkii Oil,Butyrospermum Parkii (Shea) Oil; Shea Oil; Shea Butter Oil,Low risk,Low risk,Emollient,,,0-2,1-5%,1-5%,,,,1,1,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,"Shea oil is highly moisturizing, rich in fatty acids, and helps restore skin hydration. It’s an excellent choice for treating dry, cracked skin.",0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,1,1,0,1,0.2,1,0.2,0.2,,0.2,,,,,
Camellia Sinensis (Green Tea) Seed Oil,Camellia Sinensis Seed Oil,Camellia Sinensis (Green Tea) Seed Oil; Green Tea Oil; Camellia Oil,Low risk,Low risk,"Active, Antioxidant",,,0-1,1-100%,1-100%,,,,0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,Camellia Sinensis (Green Tea) Seed Oil: Anti-inflammatory and antioxidant properties reduce redness and irritation in rosacea-prone skin.,0.2,,0.2,,1,"Green tea seed oil is a lightweight but effective emollient that moisturizes the skin without clogging pores. It also has antioxidant properties, making it great for both hydration and anti-aging.",1,"Green tea seed oil contains antioxidants and has anti-inflammatory properties, which help regulate sebum production and reduce shine. It is effective in calming the skin and balancing oil.",0.2,,0.2,,1,"Green tea seed oil is rich in antioxidants and has anti-inflammatory properties. It can help reduce excess oil production, which in turn may help reduce the appearance of pores. Additionally, its soothing properties can improve uneven texture over time.",0.2,,0.2,,0.2,,0.2,,1,1,0,1,0,0.2,1,0.2,,0.2,,,,,
Malpighia Glabra (Acerola) Fruit Extract,Malpighia Glabra Fruit Extract,Malpighia Glabra (Acerola) Fruit Extract; Acerola Cherry Extract; Barbados Cherry Extract,Low risk,Low risk,"Active, Antioxidant",,,0-1,Unknown,Unknown,,,,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,"Malpighia Glabra (Acerola) Fruit Extract: Rich in vitamin C, acerola fruit extract brightens the skin and reduces dark spots.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0.2,0.2,0.2,0,0.2,0.2,0.2,,0.2,,,,,
Polyglyceryl-4 Oleate,Polyglyceryl-4 Oleate,Polyglyceryl-4 Oleate; Polyglyceryl Oleate,Low risk,Low risk,Emulsifier,,,0-1,2-10%,2-10%,,,,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,,0,,,,,
Terminalia Bellerica Fruit Extract,Terminalia Bellerica Fruit Extract,Terminalia Bellerica Fruit Extract; Belleric Myrobalan Extract; Terminalia Extract,Low risk,Low risk,Active,,"https://pmc.ncbi.nlm.nih.gov/articles/PMC9963432/
https://pmc.ncbi.nlm.nih.gov/articles/PMC8456126/","Unknown, likely 0-1",0.00005%-0.0005%,0.00005%-0.0005%,,,,1,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0.2,0.2,,0.2,,,,,
Emblica Officinalis Fruit Extract,Emblica Officinalis Fruit Extract,Emblica Officinalis Fruit Extract; Amla Extract; Indian Gooseberry Extract,Low risk,Low risk,"Active, Antioxidant",,,0-1,0.0005%-0.002%,0.0005%-0.002%,,,,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,"Emblica Officinalis (Indian Gooseberry) Fruit Extract: Contains antioxidants and vitamin C, which are beneficial for reducing pigmentation and improving skin tone.",0.2,,0.2,,0.2,,0.2,,1,"This extract is rich in vitamin C and antioxidants, which help boost collagen production and support skin elasticity. It is effective in improving firmness and preventing sagging.",0.2,,0.2,,1,"Rich in Vitamin C and antioxidants, Amla extract brightens the skin and improves its tone. It helps combat dullness and promotes a radiant, glowing complexion.",1,"Amla is rich in Vitamin C and antioxidants, which help brighten skin and reduce pigmentation. It can be effective in lightening dark circles caused by hyperpigmentation.",0.2,,0.2,0.2,0,0.2,0,0.2,0.2,1,,1,,,,,
Potassium Azeloyl Diglycinate,Potassium Azeloyl Diglycinate,Potassium Azeloyl Diglycinate; Azelaic Acid Potassium Salt,Low risk,Low risk,Active,,,0-1,0.5-10%,0.5-10%,,,,0.2,0,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Potassium Azeloyl Diglycinate: Reduces redness and inflammation, helping to calm rosacea flare-ups.",1,"Potassium Azeloyl Diglycinate: A derivative of azelaic acid, it helps to lighten hyperpigmentation by reducing melanin production and improving uneven skin tone. It's highly effective for treating pigmentation concerns.",1,"A derivative of azelaic acid, this ingredient is highly effective for treating acne. It reduces inflammation, kills acne-causing bacteria, and helps regulate oil production, making it excellent for acne-prone skin.",0.2,,1,"A derivative of azelaic acid, this ingredient helps reduce sebum production and has antibacterial properties. It is often used for acne-prone skin and is effective in controlling oil while maintaining skin hydration.",0.2,,0,,1,"This derivative of azelaic acid has brightening, anti-inflammatory, and sebum-regulating properties. It is effective at improving skin texture by reducing redness, evening out skin tone, and minimizing pore appearance through sebum control.",1,"This derivative of azelaic acid is known for its ability to regulate sebum production, making it beneficial for preventing clogged pores and reducing blackheads. It has anti-inflammatory and anti-bacterial properties, which help to clear out pores and prevent the formation of blackheads.",0.2,,1,,1,"This ingredient is a water-soluble derivative of azelaic acid, known for its antibacterial and anti-inflammatory properties. It effectively reduces redness, controls oil production, and fades post-inflammatory hyperpigmentation (PIH), making it beneficial for treating and preventing blemishes.",0,0,0,0.2,0,0,1,0.2,,0,,,,,
Curcuma Longa (Turmeric) Rhizome Extract,Curcuma Longa Rhizome Extract,Curcuma Longa (Turmeric) Rhizome Extract; Turmeric Extract; Curcumin Extract,Low risk,Low risk,"Active, Antioxidant",,,0-1,1-5%,1-5%,,,,0.2,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Curcuma Longa (Turmeric) Rhizome Extract: Anti-inflammatory and antioxidant, it soothes irritation and redness associated with rosacea.",1,"Curcuma Longa (Turmeric) Rhizome Extract: Known for its anti-inflammatory and brightening properties, turmeric extract helps to reduce dark spots and even out skin tone over time.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,1,"Turmeric extract has anti-inflammatory and antioxidant properties that improve skin tone and brightness. It reduces pigmentation and provides a natural glow, combating dullness.",1,,0.2,,0,0,0,1,0,1,0,1,,0,,,,,
Laminaria Saccharina Extract,Laminaria Saccharina Extract,Laminaria Saccharina Extract; Kelp Extract; Sea Kelp Extract,Low risk,Low risk,Active,,,0-1,0.00001-0.54%,0.00001-0.54%,,,,1,1,0.2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0.2,,0.2,,0.2,,1,,1,"Derived from seaweed, this extract helps regulate sebum production and reduces shine. It is commonly used in formulations targeting oily skin due to its balancing effects on oil and its moisturizing properties.",0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,0.2,0,0.2,0,0.2,0.2,0,,0.2,,,,,
Microcitrus Australasica Fruit Extract,Microcitrus Australasica Fruit Extract,Microcitrus Australasica Fruit Extract; Finger Lime Extract; Australian Finger Lime,Low risk,Low risk,Active,,,"Unknown, likely 1-2",Unknown,Unknown,,,,0.2,0.2,1,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,-0.2,,0.2,,0.2,,-0.2,,0.2,,0.2,,0,,0.2,,0.2,,1,"Finger Lime extract is rich in AHAs and Vitamin C, which help exfoliate the skin and promote a brighter, smoother complexion. It reduces dullness by encouraging cell turnover and evening out skin tone.",0.2,,0.2,,0,0,0.2,0,0,0,0.2,1,,0,,,,,
