1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Lactic Acid,Lactic Acid (Ph Regulator),Lactic Acid,Active,Low risk,,,Low,"Exfoliant, pH Adjuster",,0,1,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,1,"Lactic Acid: An AHA that exfoliates the skin’s surface, stimulates cell turnover, and helps to fade hyperpigmentation and uneven skin tone.",1,"Lactic acid is an AHA that gently exfoliates the skin, reducing clogged pores and preventing breakouts. It also has mild antibacterial properties and helps lighten post-inflammatory hyperpigmentation caused by acne.",0.2,,1,"Lactic acid is an AHA that gently exfoliates the skin, helping to remove dead skin cells and improve texture. It regulates sebum production, tightens pores, and reduces shine, making it effective for oily and acne-prone skin. Additionally, it hydrates the skin, preventing overproduction of oil due to dryness.",1,"Lactic acid is an AHA known for its exfoliating properties, which help reduce the appearance of fine lines and improve skin texture.",1,"By promoting cell turnover and hydration, lactic acid can support skin elasticity and firmness.",1,"An AHA that provides exfoliation, helping to unclog pores and improve skin texture. It can help reduce the appearance of large pores and smooth uneven skin texture.",1,"Lactic acid is another AHA that exfoliates the skin, promoting cell turnover and helping to clear out clogged pores. It also hydrates the skin, which can improve overall skin texture and reduce the appearance of blackheads and acne.",1,"As an AHA, lactic acid exfoliates the skin, promoting cell turnover and improving hydration. Its ability to enhance skin texture and radiance makes it particularly effective for addressing dullness and improving overall skin appearance.",1,"Lactic acid is an alpha hydroxy acid (AHA) that exfoliates dead skin cells and promotes cell turnover. It hydrates the skin and improves texture, helping to brighten the under-eye area and reduce the appearance of dark circles.",1,"An alpha-hydroxy acid (AHA) that exfoliates, unclogs pores, and improves skin texture while providing moisture. It stimulates collagen production, which can enhance skin firmness and reduce the appearance of scars.",0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1-20%,Moderately effective
Magnesium Sulfate,"Epsom Salt, Magnesium Sulfate",Magnesium Sulfate,Inactive,Low risk,,,Low,pH Adjuster, Exfoliant and anti-inflammatory; can be beneficial for reducing redness and inflammation.,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1 - 2%,
Glycosphingolipids,-,Glycosphingolipids,Active,Low risk,,,Low,Active,,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0,,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,1,0.2,0,0,0,0,0,0,0.2,0,1,0.1 - 2%,
Glycolipids,-,Glycolipids,Active,Low risk,,,Low,Active,"Help maintain skin barrier; generally neutral to beneficial, supports skin hydration and reduces irritation.",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0,,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,1,0.2,0,0,0,0,0,0,0.2,0,1,0.1 - 2%,
Leucine,-,Leucine,Inactive,Low risk,,,Low,Active,Amino acid supporting skin repair; generally neutral to beneficial for skin regeneration.,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 2%,
Lysine,-,Lysine,Inactive,Low risk,,,Low,Active,Amino acid supporting collagen production; beneficial for improving skin strength and reducing irritation.,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0,,1,"Lysine is essential for collagen synthesis and can help improve skin texture, reducing fine lines.",1,It supports skin elasticity and firmness through its role in collagen production.,0,,0,,0,,0,,0.2,,0,0.2,0,0,0,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1 - 5%,Yes
Tyrosine,-,Tyrosine,Inactive,Low risk,,,Low,Active,"Amino acid with antioxidant properties; generally neutral, can support overall skin health.",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,0.2,,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1 - 2%,
Saccharide Isomerate,"Saccharide Isomerate, Isomerized Saccharide",Saccharide Isomerate,Active,Low risk,,,Low,Humectant,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,1,0,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,
Haematococcus Pluvialis Extract,"Astaxanthin Extract, Haematococcus Pluvialis Algae Extract, (And) Haematococcus Pluvialis Algal (Astaxanthin) Extract, Haematococcus Pluvialis Algal (Astaxanthin) Extract, Astaxanthin, Haematococcus Pluvialis Extract",Haematococcus Pluvialis Extract,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0.2,0,0,1,0.2,0,0,0,0,0,0,0.2,1,0,0.1 - 2%,
Ananas Sativus (Pineapple) Fruit Extract,"Pineapple Extract, Ananas Sativus Extract",Ananas Sativus (Pineapple) Fruit Extract,Active,Low risk,,,Low,Active,"Contains bromelain, which has exfoliating and anti-inflammatory properties; beneficial for reducing inflammation but can be irritating if used in high concentrations.",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,1,"Pineapple extract contains bromelain, an enzyme that exfoliates the skin and helps remove dead skin cells. This exfoliation can brighten the complexion and reduce dullness, making the skin appear more radiant and refreshed.",0.2,,0.2,,0,0,0,0.2,0,0,0,0,0,0.2,0.2,0.2,0,0,0,1,0.2,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,Yes
Saccharomyces/Magnesium Ferment,"Saccharomyces/Magnesium Ferment Extract, Magnesium Ferment",Saccharomyces/Magnesium Ferment,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0,0,0,1,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 2%,
Saccharomyces/Copper Ferment,"Saccharomyces/Copper Ferment Extract, Copper Ferment",Saccharomyces/Copper Ferment,Active,Low risk,,,Low,Active,Supports skin repair and provides antioxidants; generally beneficial for reducing inflammation and improving skin health.,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,1,"Copper is known to promote collagen synthesis and skin repair, helping to reduce fine lines.",1,"By enhancing collagen production, it supports skin elasticity and firmness.",0.2,,0.2,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0.2,1,1,0,0,0,0,0,0,1,0,0,1 - 5%,Yes
Saccharomyces/Silicon Ferment,"Saccharomyces/Silicon Ferment Extract, Silicon Ferment",Saccharomyces/Silicon Ferment,Active,Low risk,,,Low,Active,"Contains minerals that support skin health; generally neutral to beneficial, helps in maintaining skin strength.",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,1,0.2,0,0,0,0,0,0,0.2,0,0,0.1 - 2%,
Glyceryl Acrylate/Acrylic Acid Copolymer,"Glyceryl Acrylate/Acrylic Acid Copolymer, Glyceryl Acrylate/Acrylic Acid Copolymer",Glyceryl Acrylate/Acrylic Acid Copolymer,Inactive,Low risk,,,Low,"Thickener, Stabilizer","Film-forming and hydrating; generally neutral, helps in moisture retention and barrier protection.",0,0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 - 5%,
Polyglyceryl-10 Laurate,"Polyglyceryl-10 Laurate, Polyglyceryl-10 Laurate Ester",Polyglyceryl-10 Laurate,Inactive,Low risk,,,Low,"Emulsifier, Emollient","Emulsifier; generally neutral, helps in blending ingredients and maintaining hydration.",0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Lactobacillus Ferment,"Lactobacillus Ferment Extract, Lactobacillus Extract, Lactobacillus Ferment Lysate, Lactobacillus Ferment (Skin Conditioner)",Lactobacillus Ferment,Active,Low risk,,,Low,Active,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0.2,0.2,0,0,0,0.2,0.2,0.2,0,0,0,0.2,0,0,0.2,0,0.2,0,0,0,0,0,0,0.2,0,1,0.1 - 2%,
Leuconostoc/Radish Root Ferment Filtrate,"Leuconostoc/Radish Root Ferment Extract, Radish Root Ferment",Leuconostoc/Radish Root Ferment Filtrate,Active,Low risk,,,Low,Active,Contains probiotics and antimicrobial properties; beneficial for reducing inflammation and improving skin health.,0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0,,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0.1 - 2%,
Iron Oxides (CI 77491),"Iron Oxides, CI 77491, Ci 77499 (Iron Oxides)",Iron Oxides (CI 77491),Inactive,Low risk,,,Low,Colorant,"Coloring agents; generally neutral, but can cause irritation in some sensitive individuals.",0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1 - 5%,
Polyglyceryl-3 Methylglucose Distearate,"Polyglyceryl-3 Methylglucose Distearate, Polyglyceryl-3 Methylglucose Distearate",Polyglyceryl-3 Methylglucose Distearate,Inactive,Low risk,,,Low,"Emulsifier, Stabilizer","Emulsifier; generally neutral, helps in stabilizing formulations and maintaining hydration.",0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Methyl Trimethicone,"Trimethylsiloxysilicate, Methyl Trimethicone",Methyl Trimethicone,Inactive,Low risk,,,Low,"Emollient, Texture Enhancer","Silicone-based; generally neutral, provides a smooth finish and helps with moisture retention.",0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Stearyl Dimethicone,"Stearyl Dimethicone, Stearyl Dimethicone",Stearyl Dimethicone,Inactive,Low risk,,,Low,"Emollient, Occlusive Agent","Silicon-based emollient, perfect for dryness",0,0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,Provides emollient properties and helps create a barrier to reduce moisture loss.,0,,0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,Yes
Bis-Hydroxyethoxypropyl Dimethicone,"Bis-Hydroxyethoxypropyl Dimethicone, Bis-Hydroxyethoxypropyl Dimethicone",Bis-Hydroxyethoxypropyl Dimethicone,Inactive,Low risk,,,Low,"Emollient, Occlusive Agent","Silicon-based emollient, perfect for dryness",0,0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,1,Offers both moisturizing and barrier-forming properties to hydrate and protect the skin.,0,A silicone derivative that provides hydration while maintaining a lightweight feel. It helps to reduce shine and improve the overall texture of oily skin.,0,,0,,0.2,,0,,0.2,,0.2,,0,,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,Yes
Dextrin,-,Dextrin,Inactive,Low risk,,,Low,"Thickener, Stabilizer","Thickening agent; generally neutral, helps in stabilizing formulations without significant irritation.",0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
Tromethamine,"Tromethamine, THAM",Tromethamine,Inactive,Low risk,,,Moderate,pH Adjuster,,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1 - 2%,
Mannitol,-,Mannitol,Inactive,Low risk,,,Low,Humectant,,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Mannitol: Acts as a moisturizing agent, calming the skin and reducing irritation and redness.",0.2,,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5 - 2%,Yes
Acetyl Tetrapeptide-11,"Acetyl Tetrapeptide-11, Tetrapeptide-11",Acetyl Tetrapeptide-11,Active,Low risk,,,Low,Active,Skin barrier,0,1,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Acetyl Tetrapeptide-11 helps reduce inflammation and redness by modulating inflammatory responses and strengthening the skin barrier, addressing key issues in rosacea.",0,,0,,0.2,,0.2,,0.2,,1,"This peptide promotes the synthesis of proteins involved in cellular adhesion and cohesion, contributing to improved skin firmness and structure. It is effective in anti-aging formulations focused on increasing skin density and elasticity.",0.2,,0,,0.2,,0.2,,0,,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0.2,1,1,0,0,0,0,0,0,0.2,0,0,0.5 - 2%,Yes
Undaria Pinnatifida Extract,"Wakame Extract, Undaria Pinnatifida Seaweed Extract",Undaria Pinnatifida Extract,Active,Low risk,,,Low,Active,Contains antioxidants and anti-inflammatory properties; beneficial for soothing and protecting rosacea-prone skin.,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,1,0.2,0,0.2,0,0,0,0,0,1,0.2,1,0,0.1 - 2%,
Vitis Vinifera (Grape) Fruit Water,"Grape Fruit Water, Vitis Vinifera Fruit Water",Vitis Vinifera (Grape) Fruit Water,Active,Low risk,,,Low,Humectant,Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,Vitis Vinifera (Grape) Fruit Water: Rich in antioxidants and polyphenols that help reduce the appearance of dark spots and promote a more even skin tone.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,1,0,0.2,0,0.2,0,0,0,0,0,0,0.2,1,0,1 - 5%,Yes
Isostearyl Isostearate,"Isostearyl Isostearate, Isostearyl Isostearate",Isostearyl Isostearate,Inactive,Low risk,,,Low,"Emollient, Occlusive Agent"," Emollient; generally neutral to beneficial, used to moisturize and improve skin texture.",1,0,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,-0.2,,0.2,,-0.2,,0,,0,,0,,0,,0.2,,0.2,,-0.2,,0.2,0,0,0,0,0,0,0,0,-0.2,-0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Vitis Vinifera (Grape) Juice,"Grape Juice, Vitis Vinifera Juice",Vitis Vinifera (Grape) Juice,Active,Low risk,,,Low,Humectant,Antioxidant,0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,1,Vitis Vinifera (Grape) Fruit Water: Rich in antioxidants and polyphenols that help reduce the appearance of dark spots and promote a more even skin tone.,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0,0.2,1,0,0.2,0,0.2,0,0,0,0,0,0,0.2,1,0,1 - 5%,Yes
Dehydroacetic Acid,"Dehydroacetic Acid, DHA",Dehydroacetic Acid,Active,Low risk,,,Low,Preservative,"Preservative; generally neutral, used to prevent microbial growth and maintain product stability.",0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1 - 2%,
Sodium Carboxymethyl Beta-Glucan,"Sodium Carboxymethyl Beta-Glucan, Sodium Carboxymethyl Beta Glucan",Sodium Carboxymethyl Beta-Glucan,Active,Low risk,,,Low,Humectant,,0,0.2,1,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0,,1,A moisturizing agent that promotes skin hydration by forming a film on the skin’s surface to prevent moisture loss. It also supports skin healing and repair.,0,,1,"This ingredient provides moisturizing benefits and can help improve skin texture, potentially reducing fine lines.",1,"By enhancing hydration, it supports skin elasticity and firmness.",0.2,,0.2,,0,,0.2,,0.2,,0.2,0,0.2,0,0,0,0,0,0,0,0.2,1,0,0,0,0,0.2,0,0.2,0,1,0,0,0,0,0,0,1,0,0,1 - 5%,Yes
Isopentyldiol,"Isopentyldiol, -",Isopentyldiol,Inactive,Low risk,,,Low,Humectant,"Humectant; generally neutral, helps in maintaining skin hydration.",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0,,0,,0.2,,0,,0,,0,,0.2,,0,,0,,0,,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1 - 5%,
Polyglyceryl-10 Stearate,"Polyglyceryl-10 Stearate, Polyglyceryl Stearate",Polyglyceryl-10 Stearate,Inactive,Low risk,,,Low,Emulsifier,"Emulsifier; generally neutral, helps in blending ingredients and maintaining hydration.",0,0,0,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0,,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,1 - 5%,
