,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingredient name,Aliases,INCI Name,Active/Inactive,Allergen Potential,Single/Compound,Components,Risk of irritation,Role in formulation,Note,Comedogenic Rating,Normal,Dry,Oily,Combination,Not sensitive,A little sensitive,Moderately sensitive,Sensitive,Very sensitive,Extremely sensitive,Not acne prone,A little acne-prone,Moderately acne-prone,Acne-prone,Very acne-prone,Extremely acne-prone,Teen,20s,30s,40s,50s,60+,Vegetarian,Vegan,Gluten-free,Paleo,Nut-free,Soy-free,Latex-free,Sesame-free,Citrus-free,Dye-free,Fragrance-free,Scent-free,Rosacea,Description,Hyperpigmentation & Uneven skin tone,Description,Acne,Description,Dryness/Dehydration,Description,Oiliness & Shine,Description,Fine lines & Wrinkles,Description,Loss of Elasticity/firmness,Description,Visible pores & Uneven texture,Description,"Clogged pores, blackheads",Description,Dullness,Description,Dark circles,Description,Blemishes,Description
Simmondsia Chinensis (Jojoba) Seed Oil,"Jojoba oil, Jojoba wax, Simmondsia Chinensis Seed Oil",Simmondsia Chinensis (Jojoba) Seed Oil,Active,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Soothing",2,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,1,"Jojoba Seed Oil helps to balance moisture levels in the skin, providing lightweight hydration that treats dryness without clogging pores. It’s effective in keeping the skin soft and smooth.",1,Jojoba seed oil helps to balance oil production and provides lightweight hydration for oily skin. It’s effective in reducing shine and preventing breakouts by mimicking the skin’s natural sebum.,0.2,,0.2,,0.2,"Jojoba seed oil helps balance oil production and smooth uneven skin texture. It also helps minimize the appearance of pores, leading to a more refined complexion.",0,,0.2,,0.2,,0.2,
Sodium Acetylated Hyaluronate,"Hyaluronic Acid, Acetylated Sodium Hyaluronate, Sodium Hyaluronate Acetate, Sodium Acetylated Hyaluronate",Sodium Acetylated Hyaluronate,Active,Low Risk,Compound,"Sodium Hyaluronate, Acetyl Groups",Low Risk,"Active, Humectant",Hydrates and plumps the skin while supporting skin barrier function.,0,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Sodium Acetylated Hyaluronate is a form of hyaluronic acid that provides deep hydration without irritating the skin. It helps maintain moisture levels, which can be beneficial for soothing and calming rosacea-prone skin.",0.2,,0,,1,"Sodium Acetylated Hyaluronate is a form of hyaluronic acid that deeply hydrates the skin, helping to plump and moisturize dry, dehydrated skin. It’s effective in treating dehydration and improving skin texture.",0.2,"Sodium Acetylated Hyaluronate provides lightweight hydration without adding oil to the skin. It’s beneficial for oily skin as it helps maintain moisture balance and prevents dehydration, which can lead to excess oil production.",1,"This form of hyaluronic acid provides intense hydration, helping to plump the skin and reduce the appearance of fine lines and wrinkles. It also helps to maintain skin elasticity and smoothness, making the skin look more youthful and radiant.",0.2,"Provides deep hydration, improving skin elasticity and firmness by maintaining moisture balance.",0.2,"This form of hyaluronic acid provides deep hydration, helping to plump the skin and smooth uneven texture. It also helps maintain skin elasticity and reduce the appearance of pores.",0.2,,0.2,,0.2,,0.2,
Sodium Ascorbyl Phosphate,"Vitamin C phosphate, Ascorbic acid sodium, Sodium Ascorbyl Phosphate, SAP",Sodium Ascorbyl Phosphate,Active,Low Risk,Compound,"Sodium Salt, Ascorbic Acid",Low Risk,"Active, Antioxidant",Antioxidant,0,0,0.2,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,"A stable form of Vitamin C that helps to brighten the skin, regulate oil production, and protect against environmental damage. It’s particularly beneficial for oily skin by reducing shine and preventing clogged pores.",1,"A stable form of Vitamin C, Sodium Ascorbyl Phosphate helps to stimulate collagen production and reduce the appearance of fine lines and wrinkles. It also brightens the skin and protects against environmental damage, enhancing the skin’s overall radiance and smoothness.",1,"A stable form of Vitamin C that stimulates collagen production, improving skin elasticity and firmness, with added antioxidant protection against environmental damage.",0.2,,0.2,,0.2,,0.2,,0.2,"A stable form of Vitamin C, Sodium Ascorbyl Phosphate helps reduce inflammation and brighten the skin, making it effective in treating and preventing blemishes. It also helps fade dark spots left by past breakouts."
Sodium Benzoate,"Benzoic acid sodium salt, Benzoate of soda, Sodium salt of benzoic acid, Sodium Benzoate",Sodium Benzoate,Inactive,Moderate Risk,Single,0,Moderate Risk,Preservative,"A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",1,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0,,0,,0,,0,,-0.2,,-0.2,,0,,0,,-1,,-0.2,
Sodium Carbomer,"Carbomer, Polyacrylic Acid Sodium Salt, Sodium Polyacrylate, Sodium Carbomer",Sodium Carbomer,Inactive,Low Risk,Compound,"Sodium Salt, Carbomer",High Risk,"Thickener, Stabilizer",Chemical thickener. Risk of irritation for sensitive skin,0,0,0,0,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-1,,0.2,,0,,0,,0,,0,,-0.2,,0,,-1,,-1,,0,
Sodium Citrate,"Trisodium citrate, Citric acid sodium salt, E331, Sodium Citrate",Sodium Citrate,Inactive,Low Risk,Compound,"Sodium Salt, Citric Acid",Low Risk,"pH Adjuster, Chelating Agent",Non-comedogenic and suitable for sensitive skin types,0,0,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0,,0,,0,,0.2,,0,,0.2,
Hyaluronic Acid,"Sodium Hyaluronate, Hyaluronan, Hyaluronate, Hyaluronic Acid, Hyaluronate Sodium, Hyaluronate Gel",Sodium Hyaluronate,Active,Low Risk,Single,0,Low Risk,"Active, Humectant",Maintains skin hydration .Enhances the penetration of other actives,0,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,"Hyaluronic Acid is a powerful humectant that attracts moisture to the skin, helping to keep it hydrated and plump. It is beneficial for rosacea as it helps soothe and calm irritated skin without causing additional redness or irritation.",0.2,"Hyaluronic acid is a hydrating ingredient that helps to plump the skin and support its natural healing processes. While it doesn’t directly lighten hyperpigmentation, it enhances the skin’s ability to recover from treatments aimed at reducing dark spots.",0,,1,"Hyaluronic Acid is a powerful humectant that draws moisture into the skin, providing deep hydration and helping to plump and smooth dry, dehydrated skin. It’s effective in treating dryness and improving skin texture.",0.2,"Hyaluronic acid provides lightweight hydration that doesn’t add oil to the skin. It’s beneficial for oily skin as it helps maintain moisture balance and prevents dehydration, which can lead to increased sebum production.",1,"Hyaluronic acid is a powerful humectant that draws moisture into the skin, helping to plump the skin and reduce the appearance of fine lines and wrinkles. It also helps to maintain skin elasticity and smoothness, making it a key ingredient in anti-aging skincare.",0.2,"A powerful humectant that provides deep hydration, improving skin elasticity and firmness, and supporting a more youthful appearance by maintaining moisture balance.",0.2,"Hyaluronic acid is a powerful humectant that helps hydrate the skin and smooth uneven texture. It plumps the skin, making pores appear smaller and the complexion more refined.",0.2,,0.2,"Hyaluronic acid hydrates the skin, helping to plump and smooth the surface, which can reduce the appearance of dullness. Well-hydrated skin reflects light better, giving it a more radiant and youthful glow.",1,"Hyaluronic acid provides intense hydration, which plumps the skin and reduces the appearance of fine lines and shadows under the eyes. It doesn’t directly lighten dark circles but can make the under-eye area look brighter and more youthful.",0.2,
Sodium Hyaluronate,"Hyaluronan, Hyaluronic acid sodium salt, Hyaluronate sodium, Sodium Hyaluronate Acid (Hyaluronic Acid), Hyaluronic Acid",Sodium Hyaluronate,Active,Low Risk,Single,0,Low Risk,"Active, Humectant",Provides hydration and supports skin barrier function,0,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Sodium Hyaluronate is a smaller molecule form of hyaluronic acid that penetrates deeply to hydrate and soothe the skin. It is beneficial for rosacea-prone skin as it helps maintain hydration and reduces irritation.,0.2,,0,,1,"Sodium Hyaluronate is a smaller molecule form of hyaluronic acid that penetrates deeply into the skin, providing intense hydration. It’s effective in treating dehydration and improving skin texture, leaving the skin soft and supple.",0.2,"Sodium Hyaluronate is a smaller molecule form of hyaluronic acid that penetrates deeply to provide intense hydration. It’s effective in managing oily skin by maintaining moisture without adding grease, preventing excess oil production.",1,Sodium Hyaluronate is a smaller molecule form of hyaluronic acid that penetrates deeply to provide intense hydration. It helps to plump the skin and reduce the appearance of fine lines and wrinkles while maintaining skin elasticity and smoothness.,0.2,"A smaller molecule form of hyaluronic acid that penetrates deeply to hydrate and improve elasticity, helping to firm the skin and reduce sagging.",0.2,"Sodium Hyaluronate, a smaller molecule form of hyaluronic acid, penetrates deeply to hydrate the skin and smooth uneven texture. It also helps reduce the appearance of pores, leaving the skin looking refined.",0.2,,0.2,,0.2,,0.2,
"Sodium Hydroxide, Lye","Caustic soda, Lye, Soda lye, Sodium Hydroxide",Sodium Hydroxide,Inactive,Low Risk,Single,0,High Risk,pH Adjuster,"If improperly formulated, it can cause irritation or dryness",0,0,-0.2,-1,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1,,0.2,,0.2,,-0.2,,-1,,0,,0,,-0.2,,-0.2,,-1,,-1,,-1,
Sodium PCA,"Sodium Pyrrolidone Carboxylate, Sodium PCA, Sodium L-pyrrolidone Carboxylate, Sodium PCA",Sodium PCA,Inactive,Low Risk,Single,0,Low Risk,Humectant,"Improves the skin barrier, moisturizing properties. ",0,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Sodium PCA is a natural humectant that helps retain moisture in the skin, keeping it hydrated and reducing dryness. It is beneficial for rosacea as it helps prevent moisture loss and soothes irritation.",0.2,,0,,1,"Sodium PCA is a natural humectant that helps to retain moisture in the skin, preventing dehydration and dryness. It’s effective in keeping the skin hydrated and improving overall skin texture.",0.2,"Sodium PCA is a natural humectant that helps retain moisture in the skin without adding oil. It’s beneficial for oily skin by maintaining hydration and preventing dehydration, which can lead to increased oiliness.",0.2,"Sodium PCA is a natural humectant that helps retain moisture in the skin, preventing dehydration and reducing the appearance of fine lines and wrinkles. It helps to maintain skin elasticity and smoothness, making the skin look more youthful and hydrated.",0.2,"A natural humectant that retains moisture in the skin, improving plumpness and elasticity, supporting overall skin firmness and resilience.",0.2,"Sodium PCA is a natural humectant that helps retain moisture in the skin, improving its plumpness and texture. It smooths uneven skin and minimizes the appearance of pores.",0.2,,0.2,,0,,0.2,
Sodium Phytate,"Phytic acid sodium salt, Sodium Phytate, Sodium Myo-Inositol Hexakisphosphate",Sodium Phytate,Inactive,Low Risk,Compound,"Sodium Salt, Phytic Acid",Low Risk,"Chelating Agent, Antioxidant",Antioxidant,1,0,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0.2,,0.2,,0.2,,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Sodium Polyacrylate Starch,Sodium Polyacrylate Starch,Sodium Polyacrylate Starch,Inactive,Low Risk,Compound,"Sodium Polyacrylate, Starch",Moderate Risk,"Thickener, Stabilizer",Risk of irritation for sensitive skin,0,0,-0.2,0.2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-1,"Tocotrienol, a form of Vitamin E, offers antioxidant protection and helps to repair the skin, reducing the appearance of hyperpigmentation. It works well in conjunction with Vitamin C to enhance skin brightening effects.",0.2,,-0.2,,0.2,,0,,0,,-0.2,,0,,0,,-1,,-0.2,
Sodium Stearoyl Glutamate,"Glutamic Acid, Stearoyl Glutamate, Sodium Salt, Sodium Stearoyl Glutamate",Sodium Stearoyl Glutamate,Inactive,Low Risk,Compound,"Sodium Salt, Stearoyl Glutamate",Low Risk,"Emulsifier, Stabilizer",A mild emulsifier derived from plant sources and amino acids. It's non-irritating and used in formulations designed for sensitive skin.,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Sodium Stearoyl Lactylate,"Lactylic Acid Stearate, Sodium Lactylate, Sodium Stearoyl Lactate",Sodium Stearoyl Lactylate,Inactive,Low Risk,Compound,"Sodium Salt, Stearoyl Lactylate",Low Risk,"Emulsifier, Stabilizer","An emulsifier with moisturizing properties. It's generally well-tolerated and has a low risk of irritation, even in sensitive skin.",0,0,0.2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,0.2,,0.2,,0,,0,,0,,0,,0,,0.2,,0.2,,0,
Sorbic Acid,"2,4-Hexadienoic Acid, Sorbistat, Sorbic Acid, E200",Sorbic Acid,Inactive,Moderate Risk,Single,0,Moderate Risk,Preservative,"A preservative that can cause irritation or allergic reactions in some people, especially those with sensitive skin.",0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,-0.2,,0,,0,,0,,0,,0,,0,,0,,-1,,-0.2,
Sorbitan Stearate,"Sorbitan Monostearate, Span 60, Sorbitan Ester, Sorbitan Stearate",Sorbitan Stearate,Inactive,Low Risk,Compound,"Sorbitan, Stearic Acid",Low Risk,Emulsifier,"A mild, plant-derived emulsifier. It's non-irritating and commonly used in sensitive skin products.",3,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,,-0.2,,0,,0,,0,,0,,-0.2,,-0.2,,0,,0,,0,
Sorbitan Trioleate,"Sorbitan Tristearate, Sorbitan Ester, Sorbitan Trioleate, Sorbitan Trioleate",Sorbitan Trioleate,Inactive,Low Risk,Compound,"Sorbitan, Oleic Acid",Moderate Risk,Emulsifier,"Generally considered mild, but can be a potential irritant for some, particularly if used in higher concentrations.",3,0,0.2,-0.2,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-0.2,,-0.2,,0.2,,-0.2,,0,,0,,-0.2,,-0.2,,0,,-1,,0,
Spinacia Oleracea/Spinach Leaf Extract,"Spinach Extract, Spinacia Extract, Spinach Leaf Extract, Spinach Leaf Juice Extract",Spinacia Oleracea (Spinach) Leaf Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant","Antioxidant, soothe, balancing oil production",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0.2,,0.2,,0.2,,0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0,
Spiraea Ulmaria (Meadowsweet) Flower Extract,"Meadowsweet extract, Filipendula ulmaria, Spiraea Ulmaria Extract, Meadowsweet Flower Extract",Spiraea Ulmaria (Meadowsweet) Flower Extract,Active,Low Risk,Single,0,Low Risk,"Active, Antioxidant","Antioxidant. Reduce excess oil, exfoliate the skin, and prevent clogged pores.",0,0.2,0.2,0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,,0.2,
Squalane,"Perhydrosqualene, Spinacane, Tetrahymenesqualane, Squalane",Squalane,Active,Low Risk,Single,0,Low Risk,"Emollient, Texture Enhancer","Skin barrier protection, Moisturizing, Soothing",1,1,1,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,"Squalane is a lightweight, non-greasy hydrator that mimics the skin’s natural oils. It helps balance moisture levels in the skin, making it beneficial for soothing and calming rosacea-prone skin.",0.2,,0,,1,"Squalane is a lightweight, non-greasy hydrator that mimics the skin’s natural oils, providing deep moisture and helping to restore the skin’s barrier. It’s effective in treating dryness and maintaining soft, smooth skin.",0.2,"Squalane is a lightweight, non-greasy hydrator that mimics the skin’s natural oils. It helps to balance oil production in oily areas while providing moisture, making it ideal for oily skin by preventing excess shine and maintaining skin balance.",0.2,"Squalane is a lightweight, non-greasy hydrator that helps to moisturize and plump the skin, reducing the appearance of fine lines and wrinkles. It also helps to protect the skin from environmental damage, making it an effective anti-aging ingredient.",0.2,"A lightweight, non-greasy hydrator that helps moisturize and firm the skin, improving elasticity by mimicking the skin’s natural oils and supporting the skin’s barrier function.",0.2,"Squalane is a lightweight hydrator that helps smooth uneven skin texture and refine pores. It mimics the skin’s natural oils, helping to maintain a balanced, refined complexion.",0.2,,0.2,"Squalane is a lightweight moisturizer that hydrates and nourishes the skin, helping to improve radiance and reduce dullness. It enhances the skin’s natural glow without feeling heavy or greasy.",0.2,,0.2,
Steareth-21,"Polyoxyethylene stearyl ether, PEG-21 stearyl ether, Polyethylene glycol stearyl ether, Steareth 21",Steareth-21,Inactive,Low Risk,Single,0,Moderate Risk,Emulsifier,"A synthetic emulsifier with moderate risk for irritation. While generally safe, the PEG component may trigger reactions in sensitive skin.",4,0,0,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-0.2,,-1,,0,,0,,0,,0,,-0.2,,-0.2,,0,,-1,,0,
Stearic Acid,"Octadecanoic acid, 1-Octadecanoic acid, n-Octadecanoic acid, Stearic Acid",Stearic Acid,Inactive,Low Risk,Single,0,Low Risk,"Emulsifier, Thickener",Considered safe and low-risk for most skin types,2,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes/No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,,0,,0,,0.2,,-0.2,,0,,0.2,,-0.2,,-0.2,,0,,0,,0.2,
Stearyl Alcohol,"1-Octadecanol, Octadecyl alcohol, Stearol, Stearyl Alcohol",Stearyl Alcohol,Inactive,Low Risk,Single,0,Low Risk,"Emollient, Thickener","Emollient, Skin barrier protection, Thickener",2,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.2,Stearyl Alcohol is a fatty alcohol used as an emollient and thickener in skincare products. It helps soften and smooth the skin but does not have direct benefits for treating rosacea. It is generally safe and non-irritating for sensitive skin.,0,,0,,0.2,,0,,0,,0,,0,,0,,0.2,,-1,,0,
Stearyl Behenate,"Octadecyl Docosanoate, Stearyl Ester, Behenic Acid Stearyl Ester, Stearyl Behenate",Stearyl Behenate,Inactive,Low Risk,Compound,"Stearyl Alcohol, Behenic Acid",Low Risk,"Emollient, Texture Enhancer","Emollient, Skin barrier protection",4,0.2,0.2,0,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes/No,Yes,Yes/No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-0.2,,-1,,-1,,0.2,,0,,0,,0,,0,,-1,,0.2,,0,,-1,
Fresh lilac petals,"Lilac Flowers, Syringa Vulgaris Flowers, Lilac Blossoms, Lilac Petals",Syringa Vulgaris (Lilac) Flower Extract,Active,Low Risk,Single,0,High Risk,"Fragrance, Active",Natural fragrance. Low risk of irritation,0,0.2,-0.2,-1,0.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-1,,0,,0,,-0.2,,-1,,0,,0,,0,,-1,,-1,,-1,,0,
Tanacetum Vulgare Extract,"Tansy Extract, Tanacetum Extract, Common Tansy Extract, Tanacetum Vulgare Flower Extract",Tanacetum Vulgare Extract,Active,Moderate Risk,Single,0,Low Risk,"Active, Antioxidant, Fragrance",Antioxidant. Anti-inflammatory ,0,0.2,0.2,-0.2,0.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,,0.2,,0.2,,0.2,,-0.2,,0,,0,,0.2,,0.2,,0.2,,0.2,,0,
